Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
018-F0_S3_L004_R1_001	pass	0.0	pass	48.7451093311	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	18781480.0	pass	pass	pass	44.0	72.5790107419	018-F0_S3_L004_R1_001_trimmed.fq.gz	pass	pass
018-F0_S3_L004_R2_001	pass	0.0	pass	48.6932239558	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	18732183.0	pass	pass	pass	44.0	73.2699387883	018-F0_S3_L004_R2_001_trimmed.fq.gz	pass	pass
018-F5_S4_L001_R1_001	pass	0.0	pass	48.7445059047	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	16368300.0	pass	pass	pass	45.0	74.7970928369	018-F5_S4_L001_R1_001_trimmed.fq.gz	warn	pass
018-F5_S4_L001_R2_001	pass	0.0	pass	48.7108909907	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	16334088.0	pass	pass	pass	45.0	76.8862816332	018-F5_S4_L001_R2_001_trimmed.fq.gz	fail	pass
018-F5_S4_L002_R1_001	pass	0.0	pass	48.7427638912	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	16213272.0	pass	pass	pass	45.0	75.376664284	018-F5_S4_L002_R1_001_trimmed.fq.gz	pass	pass
018-F5_S4_L002_R2_001	pass	0.0	pass	48.6953182678	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	16172732.0	pass	pass	pass	45.0	76.4428961495	018-F5_S4_L002_R2_001_trimmed.fq.gz	pass	pass
018-F5_S4_L003_R1_001	pass	0.0	pass	48.7376559502	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	16100571.0	pass	pass	pass	45.0	75.3501255031	018-F5_S4_L003_R1_001_trimmed.fq.gz	fail	pass
018-F5_S4_L003_R2_001	pass	0.0	pass	48.7048040546	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	16069655.0	pass	pass	pass	45.0	76.1183646424	018-F5_S4_L003_R2_001_trimmed.fq.gz	fail	pass
018-F5_S4_L004_R1_001	pass	0.0	pass	48.7450155453	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	16536212.0	pass	pass	pass	45.0	74.8598228134	018-F5_S4_L004_R1_001_trimmed.fq.gz	pass	pass
018-F5_S4_L004_R2_001	pass	0.0	pass	48.7007826431	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	16499474.0	pass	pass	pass	45.0	75.9694675069	018-F5_S4_L004_R2_001_trimmed.fq.gz	pass	pass
019-F0_S5_L001_R1_001	pass	0.0	pass	48.5498830316	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	14274363.0	pass	pass	pass	45.0	77.3475351976	019-F0_S5_L001_R1_001_trimmed.fq.gz	fail	pass
019-F0_S5_L001_R2_001	pass	0.0	pass	48.5186293161	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	14241854.0	pass	pass	pass	45.0	79.0301121495	019-F0_S5_L001_R2_001_trimmed.fq.gz	fail	pass
019-F0_S5_L002_R1_001	pass	0.0	pass	48.5472942453	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	14098100.0	pass	pass	pass	45.0	77.7871399265	019-F0_S5_L002_R1_001_trimmed.fq.gz	pass	pass
019-F0_S5_L002_R2_001	pass	0.0	pass	48.5059864425	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	14059268.0	pass	pass	pass	45.0	78.8155248601	019-F0_S5_L002_R2_001_trimmed.fq.gz	pass	pass
019-F0_S5_L003_R1_001	pass	0.0	pass	48.5427067213	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	14041490.0	pass	pass	pass	45.0	77.7629688626	019-F0_S5_L003_R1_001_trimmed.fq.gz	fail	pass
019-F0_S5_L003_R2_001	pass	0.0	pass	48.5126336877	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	14010636.0	pass	pass	pass	45.0	78.4205885123	019-F0_S5_L003_R2_001_trimmed.fq.gz	fail	pass
019-F0_S5_L004_R1_001	pass	0.0	pass	48.549047933	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	14390321.0	pass	pass	pass	45.0	77.5074435429	019-F0_S5_L004_R1_001_trimmed.fq.gz	pass	pass
019-F0_S5_L004_R2_001	pass	0.0	pass	48.5108417342	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	14355268.0	pass	pass	pass	45.0	78.3993798869	019-F0_S5_L004_R2_001_trimmed.fq.gz	pass	pass
019-F5_S6_L001_R1_001	pass	0.0	pass	48.5906412603	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	21251387.0	pass	pass	pass	44.0	71.1709685513	019-F5_S6_L001_R1_001_trimmed.fq.gz	warn	pass
019-F5_S6_L001_R2_001	pass	0.0	pass	48.5545617872	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	21193404.0	pass	pass	pass	44.0	73.6456413749	019-F5_S6_L001_R2_001_trimmed.fq.gz	fail	pass
019-F5_S6_L002_R1_001	pass	0.0	pass	48.5896702231	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	21012845.0	pass	pass	pass	44.0	72.1906062959	019-F5_S6_L002_R1_001_trimmed.fq.gz	pass	pass
019-F5_S6_L002_R2_001	pass	0.0	pass	48.5407602229	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20943016.0	pass	pass	pass	44.0	73.5311914353	019-F5_S6_L002_R2_001_trimmed.fq.gz	pass	pass
019-F5_S6_L003_R1_001	pass	0.0	pass	48.5816940956	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20862187.0	pass	pass	pass	44.0	72.2051117709	019-F5_S6_L003_R1_001_trimmed.fq.gz	warn	pass
019-F5_S6_L003_R2_001	pass	0.0	pass	48.5475102842	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20805748.0	pass	pass	pass	44.0	72.910583266	019-F5_S6_L003_R2_001_trimmed.fq.gz	fail	pass
019-F5_S6_L004_R1_001	pass	0.0	pass	48.5907613517	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	21430581.0	pass	pass	pass	44.0	71.9550699616	019-F5_S6_L004_R1_001_trimmed.fq.gz	pass	pass
019-F5_S6_L004_R2_001	pass	0.0	pass	48.5458174672	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	21365487.0	pass	pass	pass	44.0	72.9434473121	019-F5_S6_L004_R2_001_trimmed.fq.gz	pass	pass
029-F0_S5_L001_R1_001	pass	0.0	pass	48.8910339673	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	21072475.0	pass	pass	pass	45.0	79.0053379099	029-F0_S5_L001_R1_001_trimmed.fq.gz	pass	pass
029-F0_S5_L001_R2_001	pass	0.0	pass	48.8409293969	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	21020471.0	pass	pass	pass	45.0	80.2444851472	029-F0_S5_L001_R2_001_trimmed.fq.gz	pass	pass
029-F0_S5_L002_R1_001	pass	0.0	pass	48.8952320593	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	20139806.0	pass	pass	pass	45.0	79.6771248433	029-F0_S5_L002_R1_001_trimmed.fq.gz	pass	pass
029-F0_S5_L002_R2_001	pass	0.0	pass	48.8366157816	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	20083739.0	pass	pass	pass	45.0	80.7240543875	029-F0_S5_L002_R2_001_trimmed.fq.gz	pass	pass
029-F0_S5_L003_R1_001	pass	0.0	pass	48.8836140231	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	21283406.0	pass	pass	pass	45.0	79.3431524378	029-F0_S5_L003_R1_001_trimmed.fq.gz	pass	pass
029-F0_S5_L003_R2_001	pass	0.0	pass	48.8424238583	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	21251523.0	pass	pass	pass	45.0	80.2239683937	029-F0_S5_L003_R2_001_trimmed.fq.gz	pass	pass
029-F0_S5_L004_R1_001	pass	0.0	pass	48.9038124001	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	19956772.0	pass	pass	pass	45.0	79.9318957549	029-F0_S5_L004_R1_001_trimmed.fq.gz	pass	pass
029-F0_S5_L004_R2_001	pass	0.0	pass	48.8486593319	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	19918539.0	pass	pass	pass	45.0	80.8851781107	029-F0_S5_L004_R2_001_trimmed.fq.gz	pass	pass
029-F5_S4_L001_R1_001	pass	0.0	pass	49.0474174046	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	25111560.0	pass	pass	pass	45.0	73.9684077566	029-F5_S4_L001_R1_001_trimmed.fq.gz	pass	pass
029-F5_S4_L001_R2_001	pass	0.0	pass	48.9913310792	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	25044294.0	pass	pass	warn	45.0	75.745313648	029-F5_S4_L001_R2_001_trimmed.fq.gz	pass	pass
029-F5_S4_L002_R1_001	pass	0.0	pass	49.05324673	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	24056050.0	pass	pass	pass	45.0	75.2176257508	029-F5_S4_L002_R1_001_trimmed.fq.gz	pass	pass
029-F5_S4_L002_R2_001	pass	0.0	pass	48.9842832593	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	23981817.0	pass	pass	warn	45.0	76.4724487005	029-F5_S4_L002_R2_001_trimmed.fq.gz	pass	pass
029-F5_S4_L003_R1_001	pass	0.0	pass	49.0392659314	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	25336595.0	pass	pass	pass	45.0	74.9921892365	029-F5_S4_L003_R1_001_trimmed.fq.gz	pass	pass
029-F5_S4_L003_R2_001	pass	0.0	pass	48.9922858655	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	25295644.0	pass	pass	pass	45.0	75.7379625841	029-F5_S4_L003_R2_001_trimmed.fq.gz	pass	pass
029-F5_S4_L004_R1_001	pass	0.0	pass	49.0612958717	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	23880450.0	pass	pass	pass	45.0	75.2912731654	029-F5_S4_L004_R1_001_trimmed.fq.gz	pass	pass
029-F5_S4_L004_R2_001	pass	0.0	pass	48.9965320391	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	pass	23826970.0	pass	pass	warn	45.0	76.5863070793	029-F5_S4_L004_R2_001_trimmed.fq.gz	pass	pass
030-F0_S1_L001_R1_001	pass	0.0	pass	49.1246275202	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	17563031.0	pass	pass	warn	43.0	81.3957940551	030-F0_S1_L001_R1_001_trimmed.fq.gz	pass	pass
030-F0_S1_L001_R2_001	pass	0.0	pass	49.0967717138	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	17535465.0	pass	pass	pass	43.0	82.3979855525	030-F0_S1_L001_R2_001_trimmed.fq.gz	pass	pass
030-F0_S1_L002_R1_001	pass	0.0	pass	49.136570441	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	17047708.0	pass	pass	warn	43.0	81.6639412648	030-F0_S1_L002_R1_001_trimmed.fq.gz	pass	pass
030-F0_S1_L002_R2_001	pass	0.0	pass	49.1010246843	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	17015485.0	pass	pass	warn	43.0	82.4681579601	030-F0_S1_L002_R2_001_trimmed.fq.gz	pass	pass
030-F0_S1_L003_R1_001	pass	0.0	pass	49.1307767556	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	17532787.0	pass	pass	warn	43.0	81.8092840111	030-F0_S1_L003_R1_001_trimmed.fq.gz	pass	pass
030-F0_S1_L003_R2_001	pass	0.0	pass	49.1021253846	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	17506196.0	pass	pass	pass	43.0	82.3190614525	030-F0_S1_L003_R2_001_trimmed.fq.gz	pass	pass
030-F0_S1_L004_R1_001	pass	0.0	pass	49.1445017576	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	17307831.0	pass	pass	warn	43.0	81.7385929338	030-F0_S1_L004_R1_001_trimmed.fq.gz	pass	pass
030-F0_S1_L004_R2_001	pass	0.0	pass	49.1039973971	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	17272740.0	pass	pass	warn	43.0	82.5515653011	030-F0_S1_L004_R2_001_trimmed.fq.gz	pass	pass
030-F5_S6_L001_R1_001	pass	0.0	pass	48.946399062	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	9899976.0	pass	pass	warn	42.0	83.2929084368	030-F5_S6_L001_R1_001_trimmed.fq.gz	pass	pass
030-F5_S6_L001_R2_001	pass	0.0	pass	48.9209566115	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	9882800.0	pass	pass	warn	42.0	83.9959947837	030-F5_S6_L001_R2_001_trimmed.fq.gz	pass	pass
030-F5_S6_L002_R1_001	pass	0.0	pass	48.963425523	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	9601477.0	pass	pass	warn	42.0	83.5462199228	030-F5_S6_L002_R1_001_trimmed.fq.gz	pass	pass
030-F5_S6_L002_R2_001	pass	0.0	pass	48.9310746891	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	9582474.0	pass	pass	warn	42.0	84.1986307412	030-F5_S6_L002_R2_001_trimmed.fq.gz	pass	pass
030-F5_S6_L003_R1_001	pass	0.0	pass	48.9640496016	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	9896302.0	pass	pass	warn	42.0	83.5125113382	030-F5_S6_L003_R1_001_trimmed.fq.gz	pass	pass
030-F5_S6_L003_R2_001	pass	0.0	pass	48.9393156443	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	9879103.0	pass	pass	warn	42.0	83.9542124941	030-F5_S6_L003_R2_001_trimmed.fq.gz	pass	pass
030-F5_S6_L004_R1_001	pass	0.0	pass	48.97508577	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	9749328.0	pass	pass	warn	42.0	83.7128949491	030-F5_S6_L004_R1_001_trimmed.fq.gz	pass	pass
030-F5_S6_L004_R2_001	pass	0.0	pass	48.9374298404	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	9727816.0	pass	pass	warn	42.0	84.3808786825	030-F5_S6_L004_R2_001_trimmed.fq.gz	pass	pass
032-F0_S5_L001_R1_001	pass	0.0	pass	49.5002606987	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	32123291.0	pass	pass	pass	44.0	71.4243687425	032-F0_S5_L001_R1_001_trimmed.fq.gz	pass	pass
032-F0_S5_L001_R2_001	pass	0.0	pass	49.4638310223	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	32081056.0	pass	pass	pass	44.0	72.582917186	032-F0_S5_L001_R2_001_trimmed.fq.gz	pass	pass
032-F0_S5_L002_R1_001	pass	0.0	pass	49.5081610505	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	31138577.0	pass	pass	pass	44.0	72.3015448324	032-F0_S5_L002_R1_001_trimmed.fq.gz	pass	pass
032-F0_S5_L002_R2_001	pass	0.0	pass	49.4649611135	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	31088174.0	pass	pass	pass	44.0	73.227881805	032-F0_S5_L002_R2_001_trimmed.fq.gz	pass	pass
032-F0_S5_L003_R1_001	pass	0.0	pass	49.5050111589	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	32116124.0	pass	pass	pass	44.0	72.0118846116	032-F0_S5_L003_R1_001_trimmed.fq.gz	pass	pass
032-F0_S5_L003_R2_001	pass	0.0	pass	49.4687799174	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	32075764.0	pass	pass	pass	44.0	72.8826333489	032-F0_S5_L003_R2_001_trimmed.fq.gz	pass	pass
032-F0_S5_L004_R1_001	pass	0.0	pass	49.5152477278	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	31620285.0	pass	pass	pass	44.0	72.1483839169	032-F0_S5_L004_R1_001_trimmed.fq.gz	pass	pass
032-F0_S5_L004_R2_001	pass	0.0	pass	49.4669195669	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	31565019.0	pass	pass	pass	44.0	73.2749174153	032-F0_S5_L004_R2_001_trimmed.fq.gz	pass	pass
032-F5_S3_L001_R1_001	pass	0.0	warn	49.4311301604	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	43826064.0	pass	pass	pass	44.0	69.5843774285	032-F5_S3_L001_R1_001_trimmed.fq.gz	pass	pass
032-F5_S3_L001_R2_001	pass	0.0	pass	49.397397336	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	43770613.0	pass	pass	pass	44.0	70.9681896702	032-F5_S3_L001_R2_001_trimmed.fq.gz	pass	pass
032-F5_S3_L002_R1_001	pass	0.0	pass	49.4396200922	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	42606756.0	pass	pass	pass	44.0	70.6471374182	032-F5_S3_L002_R1_001_trimmed.fq.gz	pass	pass
032-F5_S3_L002_R2_001	pass	0.0	pass	49.3973262908	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	42539780.0	pass	pass	pass	44.0	71.6718803994	032-F5_S3_L002_R2_001_trimmed.fq.gz	pass	pass
032-F5_S3_L003_R1_001	pass	0.0	pass	49.4378162923	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	43855394.0	pass	pass	pass	44.0	70.6808363211	032-F5_S3_L003_R1_001_trimmed.fq.gz	pass	pass
032-F5_S3_L003_R2_001	pass	0.0	pass	49.4032399188	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	43802950.0	pass	pass	pass	44.0	71.4439404507	032-F5_S3_L003_R2_001_trimmed.fq.gz	pass	pass
032-F5_S3_L004_R1_001	pass	0.0	pass	49.4468644058	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	43230993.0	pass	pass	pass	44.0	70.7481729925	032-F5_S3_L004_R1_001_trimmed.fq.gz	pass	pass
032-F5_S3_L004_R2_001	pass	0.0	pass	49.3990184007	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	43155897.0	pass	pass	pass	44.0	72.0044623513	032-F5_S3_L004_R2_001_trimmed.fq.gz	pass	pass
040-F0_S2_L001_R1_001	pass	0.0	pass	49.3398239204	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	13441876.0	pass	pass	pass	43.0	82.3366726694	040-F0_S2_L001_R1_001_trimmed.fq.gz	pass	pass
040-F0_S2_L001_R2_001	pass	0.0	pass	49.3092173149	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	13421425.0	pass	pass	pass	43.0	83.064546911	040-F0_S2_L001_R2_001_trimmed.fq.gz	pass	pass
040-F0_S2_L002_R1_001	pass	0.0	pass	49.3466041391	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	13011870.0	pass	pass	pass	43.0	82.6846589032	040-F0_S2_L002_R1_001_trimmed.fq.gz	pass	pass
040-F0_S2_L002_R2_001	pass	0.0	pass	49.3109352887	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	12989497.0	pass	pass	pass	43.0	83.3383772511	040-F0_S2_L002_R2_001_trimmed.fq.gz	pass	pass
040-F0_S2_L003_R1_001	pass	0.0	pass	49.3462691523	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	13462155.0	pass	pass	pass	43.0	82.4138466594	040-F0_S2_L003_R1_001_trimmed.fq.gz	pass	pass
040-F0_S2_L003_R2_001	pass	0.0	pass	49.3134556471	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	13442527.0	pass	pass	pass	43.0	83.0693497949	040-F0_S2_L003_R2_001_trimmed.fq.gz	pass	pass
040-F0_S2_L004_R1_001	pass	0.0	pass	49.3544615056	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	13217881.0	pass	pass	pass	43.0	82.7000333043	040-F0_S2_L004_R1_001_trimmed.fq.gz	pass	pass
040-F0_S2_L004_R2_001	pass	0.0	pass	49.3114555497	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	13192287.0	pass	pass	pass	43.0	83.4121698358	040-F0_S2_L004_R2_001_trimmed.fq.gz	pass	pass
040-F5_S4_L001_R1_001	pass	0.0	pass	49.294356044	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	18667580.0	pass	pass	pass	43.0	77.9520987739	040-F5_S4_L001_R1_001_trimmed.fq.gz	pass	pass
040-F5_S4_L001_R2_001	pass	0.0	pass	49.2643484512	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	18641437.0	pass	pass	pass	43.0	79.1858137306	040-F5_S4_L001_R2_001_trimmed.fq.gz	pass	pass
040-F5_S4_L002_R1_001	pass	0.0	pass	49.3021079558	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	18113995.0	pass	pass	pass	43.0	78.3996324942	040-F5_S4_L002_R1_001_trimmed.fq.gz	pass	pass
040-F5_S4_L002_R2_001	pass	0.0	pass	49.2634865372	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	18082681.0	pass	pass	pass	43.0	79.5893891459	040-F5_S4_L002_R2_001_trimmed.fq.gz	pass	pass
040-F5_S4_L003_R1_001	pass	0.0	pass	49.2990342923	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	18663204.0	pass	pass	pass	43.0	78.6157888213	040-F5_S4_L003_R1_001_trimmed.fq.gz	pass	pass
040-F5_S4_L003_R2_001	pass	0.0	pass	49.2682663261	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	18638217.0	pass	pass	pass	43.0	79.3462835011	040-F5_S4_L003_R2_001_trimmed.fq.gz	pass	pass
040-F5_S4_L004_R1_001	pass	0.0	pass	49.3085525162	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	18388565.0	pass	pass	pass	43.0	78.295756616	040-F5_S4_L004_R1_001_trimmed.fq.gz	pass	pass
040-F5_S4_L004_R2_001	pass	0.0	pass	49.2650178544	Sanger / Illumina 1.9	fail	pass	warn	20-51	Conventional base calls	pass	warn	18354586.0	pass	pass	pass	43.0	79.3597382001	040-F5_S4_L004_R2_001_trimmed.fq.gz	pass	pass
KS25_S6_L001_R1_001	pass	0.0	pass	48.2554949499	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	14547039.0	pass	pass	pass	45.0	78.6803737959	KS25_S6_L001_R1_001_trimmed.fq.gz	pass	pass
KS25_S6_L001_R2_001	pass	0.0	pass	48.2279023722	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	14531639.0	pass	pass	pass	45.0	80.0456305228	KS25_S6_L001_R2_001_trimmed.fq.gz	pass	pass
KS25_S6_L002_R1_001	pass	0.0	pass	48.277095334	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	14257584.0	pass	pass	pass	45.0	79.2676980705	KS25_S6_L002_R1_001_trimmed.fq.gz	pass	pass
KS25_S6_L002_R2_001	pass	0.0	pass	48.2405998703	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	14237144.0	pass	pass	pass	45.0	80.0674413592	KS25_S6_L002_R2_001_trimmed.fq.gz	pass	pass
KS25_S6_L003_R1_001	pass	0.0	pass	48.2662520167	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	14440454.0	pass	pass	pass	45.0	79.377651812	KS25_S6_L003_R1_001_trimmed.fq.gz	pass	pass
KS25_S6_L003_R2_001	pass	0.0	pass	48.2353414766	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	14420535.0	pass	pass	pass	45.0	79.925751876	KS25_S6_L003_R2_001_trimmed.fq.gz	pass	pass
KS25_S6_L004_R1_001	pass	0.0	pass	48.2850091297	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	14418896.0	pass	pass	pass	45.0	79.215194751	KS25_S6_L004_R1_001_trimmed.fq.gz	pass	pass
KS25_S6_L004_R2_001	pass	0.0	pass	48.2367645063	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	14388073.0	pass	pass	pass	45.0	79.9946068743	KS25_S6_L004_R2_001_trimmed.fq.gz	pass	pass
KS26_S5_L001_R1_001	pass	0.0	pass	48.720136126	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20638816.0	pass	pass	pass	45.0	74.9547121117	KS26_S5_L001_R1_001_trimmed.fq.gz	pass	pass
KS26_S5_L001_R2_001	pass	0.0	pass	48.6911413483	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20621242.0	pass	pass	pass	45.0	76.313874643	KS26_S5_L001_R2_001_trimmed.fq.gz	pass	pass
KS26_S5_L002_R1_001	pass	0.0	pass	48.7348762251	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20321365.0	pass	pass	pass	45.0	75.4934452387	KS26_S5_L002_R1_001_trimmed.fq.gz	pass	pass
KS26_S5_L002_R2_001	pass	0.0	pass	48.6991544517	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20297598.0	pass	pass	pass	45.0	76.530719152	KS26_S5_L002_R2_001_trimmed.fq.gz	pass	pass
KS26_S5_L003_R1_001	pass	0.0	pass	48.7287467635	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20573443.0	pass	pass	pass	45.0	75.8670148105	KS26_S5_L003_R1_001_trimmed.fq.gz	pass	pass
KS26_S5_L003_R2_001	pass	0.0	pass	48.6980291017	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	20548904.0	pass	pass	pass	45.0	76.3154661666	KS26_S5_L003_R2_001_trimmed.fq.gz	pass	pass
